basic,7,1,1,그 정장 입으니 멋져 보이네요.,You look sharp in that shit.,basic_day7_1.mp3,basic_day7_2.mp3
basic,7,2,1,그 드레스 입으니 더 날씬해 보인다.,You look slimmer in that dress.,basic_day7_3.mp3,basic_day7_4.mp3
basic,7,3,1,그 스키니 진 입으니까 너 다리가 더 길어 보인다.,Your legs look longer in those skinny jeans.,basic_day7_5.mp3,basic_day7_6.mp3
basic,7,4,1,오늘 무서운 광대 복장을 한 어떤 사람을 봤어.,I saw someone in a scary clown costume today.,basic_day7_7.mp3,basic_day7_8.mp3
basic,7,5,1,저는 반바지 입으면 불편해요. 다리에 털이 너무 많아서요.,I feel uncomfortable in shorts. I have really hairy legs.,basic_day7_9.mp3,basic_day7_10.mp3
basic,7,6,1,궁에서 외국인들이 한복 입고 있는 것 보면 기분이 좋아.,It feels nice seeing foreigners in hanbook at the palaces.,basic_day7_11.mp3,basic_day7_12.mp3
basic,7,6,2,응! 나도 그래. 한복이 글로벌 패션 트렌드가 되고 있지.,Yeah! I agree. Hanbok is turning into a global fashion trend.,basic_day7_13.mp3,basic_day7_14.mp3
basic,7,7,1,왜 항상 정장을 입고 있는 거야?,Why are you always wearing a suit?,basic_day7_15.mp3,basic_day7_16.mp3
basic,7,7,2,정장을 입으면 좀더 프로답게 느껴지거든.,I feel more professional in a shit.,basic_day7_17.mp3,basic_day7_18.mp3
basic,7,7,3,근데 이렇게 더운 날씨에도?,Even in this hot weather! though?,basic_day7_19.mp3,basic_day7_20.mp3
basic,7,7,4,이건 여름 정장이야. 리넨이거든.,This is a summer suit. It`s linen.,basic_day7_21.mp3,basic_day7_22.mp3
