basic,15,1,1,MBTI가 뭐라고 하셨죠?,What`s your MBTI again?,basic_day15_1.mp3,basic_day15_2.mp3
basic,15,2,1,죄송한데| 성함이 어떻게 된다고 하셨죠?,Excuse me| but what was your name again?,basic_day15_3.mp3,basic_day15_4.mp3
basic,15,3,1,너희 아버지 생신이 언제라고 했지?,When is your dad`s birthday again?,basic_day15_5.mp3,basic_day15_6.mp3
basic,15,4,1,동생분 차가 뭐라고 했죠?,What car does your brother ahve again?,basic_day15_7.mp3,basic_day15_8.mp3
basic,15,5,1,LA에 있는 그 동네 이름이 뭐였죠?,What was the name of that area in LA again?,basic_day15_9.mp3,basic_day15_10.mp3
basic,15,6,1,내가 그 스테이크 집 이야기 안 했던가?,I told you about that steak place | didn`t I?,basic_day15_11.mp3,basic_day15_12.mp3
basic,15,6,2,했는데| 이름이 뭐라고 했더라?,Yeah| but what was the name of it again?,basic_day15_13.mp3,basic_day15_14.mp3
basic,15,7,1,우리 다음 주에 호주로 출발해.,We`re leaving next week for Australia.,basic_day15_15.mp3,basic_day15_16.mp3
basic,15,7,2,아| 맞아. 남동생 결혼식 때문이지| 맞지?,Oh| that`s right. For your brother`s wedding| right?,basic_day15_17.mp3,basic_day15_18.mp3
basic,15,7,3,맞아. 남동생이 결혼해.,Right. Little bro is getting married.,basic_day15_19.mp3,basic_day15_20.mp3
basic,15,7,4,축하해! 언제 돌아온다고 했더라?,Congrates! When did you say you were coming back again?,basic_day15_21.mp3,basic_day15_22.mp3
