basic,6,1,1,제가 5분 있다가 다시 전화할게요.,I`ll call you back in 5 minutes.,basic_day6_1.mp3,basic_day6_2.mp3
basic,6,2,1,콘서트가 10분 후에 시작해.,The concert starts in 10 minutes.,basic_day6_3.mp3,basic_day6_4.mp3
basic,6,3,1,나 10분쯤 후에 거기 도착해.,I will be there in 10 minutes.,basic_day6_5.mp3,basic_day6_6.mp3
basic,6,4,1,신규 아이폰이 2주 후에 출시됩니다.,The new iPhone comes out in two weeks.,basic_day6_7.mp3,basic_day6_8.mp3
basic,6,5,1,2~3일 후에 어머니 집을 방문할 거야.,I will visit my mother`s place in a couple days,basic_day6_9.mp3,basic_day6_10.mp3
basic,6,6,1,나 두 달 있다가 영국으로 이사 가.,I`m moving to England in two months.,basic_day6_11.mp3,basic_day6_12.mp3
basic,6,6,2,정말? 그럼 너 떠나기 전에 얼굴 한번 봐야겠네.,Really? Then we need to hang out before you go.,basic_day6_13.mp3,basic_day6_14.mp3
basic,6,7,1,안녕! 켈리! 기분이 정말 좋아 보이는데 이유가 뭐야?,Hey! Kelly! why do you look so happy?,basic_day6_15.mp3,basic_day6_16.mp3
basic,6,7,2,내가 제일 좋아하는 케이팝 그룹이 6주 후에 콘서트를 하거든.,My favorite K-pop group is having a concert in six weeks.,basic_day6_17.mp3,basic_day6_18.mp3
basic,6,7,3,아! 정말? 난 항상 콘서트를 보고 싶었는데.,Oh! really? I`ve always wanted to see a concert.,basic_day6_19.mp3,basic_day6_20.mp3
basic,6,7,4,나랑 같이 갈래? 멋진 첫 콘서트 경험이 될거야.,How about coming with me? This would be a great first experience.,basic_day6_21.mp3,basic_day6_22.mp3
